topic,candidate,score,tp
EP-1634580-A1,WO-1997012595,0.72797644,0
EP-1634580-A1,EP-1064921,0.72744155,0
EP-1634580-A1,EP-0605686,0.7270021,0
EP-1634580-A1,EP-1669053,0.72656333,0
EP-1634580-A1,EP-0270250,0.72653985,0
EP-1634580-A1,WO-2002034217,0.72644556,0
EP-1634580-A1,EP-1192932,0.72589695,0
EP-1634580-A1,EP-0773016,0.7245925,0
EP-1634580-A1,EP-0793482,0.7240593,0
EP-1634580-A1,EP-0948310,0.7238641,0
EP-1634580-A1,WO-1999040891,0.72232056,0
EP-1634580-A1,EP-0764437,0.7218388,0
EP-1634580-A1,EP-0330193,0.7212748,0
EP-1634580-A1,EP-1138315,0.7187645,0
EP-1634580-A1,EP-0854703,0.71865827,0
EP-1634580-A1,EP-0975314,0.7185215,0
EP-1634580-A1,WO-1997012592,0.71717644,0
EP-1634580-A1,WO-1997012585,0.71685624,0
EP-1634580-A1,EP-1190700,0.71662825,0
EP-1634580-A1,WO-1997042931,0.71620435,0
EP-1634580-A1,WO-1997014395,0.71573544,0
EP-1634580-A1,WO-1997023193,0.7153833,0
EP-1634580-A1,WO-1998003148,0.7146599,0
EP-1634580-A1,WO-1997012596,0.7146473,0
EP-1634580-A1,EP-0852489,0.714339,0
EP-1634580-A1,WO-1997012588,0.71432775,0
EP-1634580-A1,EP-0270249,0.7123484,0
EP-1634580-A1,WO-1998038969,0.71209764,0
EP-1634580-A1,WO-1997012586,0.71203774,0
EP-1634580-A1,EP-0966947,0.71153426,0
EP-1634580-A1,EP-0577519,0.7114312,0
EP-1634580-A1,EP-1023033,0.70819366,0
EP-1634580-A1,EP-0859581,0.7079868,0
EP-1634580-A1,WO-2001035910,0.70792645,0
EP-1634580-A1,EP-0256458,0.7077206,0
EP-1634580-A1,WO-2001035911,0.70764124,0
EP-1634580-A1,EP-0956247,0.707368,0
EP-1634580-A1,EP-1084698,0.70736444,0
EP-1634580-A1,EP-0763356,0.70621836,0
EP-1634580-A1,WO-1997012587,0.7061483,0
EP-1634580-A1,EP-1084695,0.7060636,0
EP-1634580-A1,EP-0853470,0.7055901,0
EP-1634580-A1,EP-0351297,0.70504147,0
EP-1634580-A1,EP-0507896,0.7046463,0
EP-1634580-A1,EP-1174113,0.70353925,0
EP-1634580-A1,EP-0966948,0.7033138,0
EP-1634580-A1,EP-0739620,0.7029254,0
EP-1634580-A1,EP-0687459,0.702815,0
EP-1634580-A1,WO-1997046210,0.7026019,0
EP-1634580-A1,WO-2002051369,0.7023375,0
EP-1634580-A1,EP-0855899,0.7022647,0
EP-1634580-A1,WO-1995000104,0.7021615,0
EP-1634580-A1,EP-0827391,0.70076084,0
EP-1634580-A1,EP-0526279,0.70055115,0
EP-1634580-A1,WO-1999002127,0.69982135,0
EP-1634580-A1,WO-1997033554,0.69891715,0
EP-1634580-A1,EP-1374839,0.69867027,0
EP-1634580-A1,EP-1347736,0.6982487,0
EP-1634580-A1,EP-0388254,0.6980117,0
EP-1634580-A1,WO-1997012594,0.69662297,0
EP-1634580-A1,EP-0869766,0.6961284,0
EP-1634580-A1,WO-1997035541,0.6960239,0
EP-1634580-A1,WO-1999050338,0.6958935,0
EP-1634580-A1,EP-0862405,0.6951772,0
EP-1634580-A1,EP-1083867,0.69419813,0
EP-1634580-A1,EP-0756860,0.69401383,0
EP-1634580-A1,EP-0668070,0.6939966,0
EP-1634580-A1,EP-0616518,0.69341904,0
EP-1634580-A1,EP-0659405,0.6933543,0
EP-1634580-A1,EP-0829258,0.69323635,0
EP-1634580-A1,EP-1101486,0.693223,0
EP-1634580-A1,WO-1997012593,0.6931765,0
EP-1634580-A1,EP-1084697,0.6925943,0
EP-1634580-A1,EP-0664692,0.69212043,0
EP-1634580-A1,EP-0930061,0.6918199,0
EP-1634580-A1,EP-0521748,0.69162863,0
EP-1634580-A1,WO-1999033444,0.6903081,0
EP-1634580-A1,EP-0781543,0.68985516,0
EP-1634580-A1,EP-0491629,0.6896703,0
EP-1634580-A1,EP-0859590,0.68964326,0
EP-1634580-A1,WO-1992021319,0.6892041,0
EP-1634580-A1,EP-0729987,0.68889534,0
EP-1634580-A1,WO-2002051368,0.6875693,0
EP-1634580-A1,EP-0684041,0.6870855,0
EP-1634580-A1,WO-1999037276,0.68690073,0
EP-1634580-A1,EP-0765655,0.6867103,0
EP-1634580-A1,EP-1088546,0.6866965,0
EP-1634580-A1,EP-0895467,0.68664527,0
EP-1634580-A1,EP-1025839,0.6866436,0
EP-1634580-A1,EP-0966955,0.68659264,0
EP-1634580-A1,EP-1084699,0.68644327,0
EP-1634580-A1,EP-0914079,0.6858587,0
EP-1634580-A1,EP-0854699,0.68511367,0
EP-1634580-A1,EP-0587755,0.68499684,0
EP-1634580-A1,EP-0636358,0.68450505,0
EP-1634580-A1,EP-1319391,0.684206,0
EP-1634580-A1,EP-0852488,0.6832823,0
EP-1634580-A1,EP-1093808,0.68320704,0
EP-1634580-A1,EP-1051144,0.6826118,0
EP-1634580-A1,EP-0442821,0.6821445,0
EP-1634580-A1,EP-0621772,0.68198186,0
EP-1634580-A1,EP-1000610,0.68196106,0
EP-1634580-A1,EP-0897298,0.6816807,0
EP-1634580-A1,WO-1999045892,0.6815307,0
EP-1634580-A1,EP-0364887,0.6808946,0
EP-1634580-A1,EP-1029533,0.6806881,0
EP-1634580-A1,EP-0408311,0.68040717,0
EP-1634580-A1,EP-1036558,0.6799725,0
EP-1634580-A1,WO-1998033725,0.67986786,0
EP-1634580-A1,EP-1064915,0.67953134,0
EP-1634580-A1,EP-0035899,0.67902595,0
EP-1634580-A1,EP-0862908,0.67887396,0
EP-1634580-A1,EP-1084694,0.6788584,0
EP-1634580-A1,EP-0761199,0.6788424,0
EP-1634580-A1,EP-0723772,0.67883,0
EP-1634580-A1,EP-0219830,0.6781404,0
EP-1634580-A1,EP-1068857,0.677407,0
EP-1634580-A1,EP-0692248,0.67736393,0
EP-1634580-A1,WO-2001041720,0.67696184,0
EP-1634580-A1,EP-0379082,0.6765579,0
EP-1634580-A1,EP-1064916,0.6765532,0
EP-1634580-A1,EP-1043347,0.6758069,0
EP-1634580-A1,EP-0648105,0.67550325,0
EP-1634580-A1,EP-0815848,0.6750071,0
EP-1634580-A1,EP-0274086,0.67481977,0
EP-1634580-A1,EP-0523109,0.6745317,0
EP-1634580-A1,EP-0370338,0.67414534,0
EP-1634580-A1,WO-2002045674,0.67395616,0
EP-1634580-A1,EP-1889606,0.67385423,0
EP-1634580-A1,WO-1998044906,0.6733134,0
EP-1634580-A1,EP-0687462,0.6731605,0
EP-1634580-A1,EP-0983040,0.6730969,0
EP-1634580-A1,EP-0689419,0.67301744,0
EP-1634580-A1,EP-0758546,0.6728872,0
EP-1634580-A1,EP-0686024,0.6727371,0
EP-1634580-A1,EP-0258120,0.67266893,0
EP-1634580-A1,EP-0292341,0.6725254,0
EP-1634580-A1,EP-0734717,0.6724644,0
EP-1634580-A1,EP-1103247,0.67246336,0
EP-1634580-A1,EP-1541119,0.67246336,0
EP-1634580-A1,WO-2002005765,0.6722707,0
EP-1634580-A1,EP-0557203,0.67218584,0
EP-1634580-A1,WO-2000006092,0.67187417,0
EP-1634580-A1,WO-1999034770,0.67138517,0
EP-1634580-A1,WO-2002047630,0.6710425,0
EP-1634580-A1,EP-0966949,0.67101985,0
EP-1634580-A1,EP-0985405,0.6708668,0
EP-1634580-A1,WO-1998031329,0.67071646,0
EP-1634580-A1,EP-0576578,0.67056876,0
EP-1634580-A1,EP-0815828,0.670503,0
EP-1634580-A1,WO-1996010043,0.6704522,0
EP-1634580-A1,WO-1997015275,0.6702102,0
EP-1634580-A1,EP-1025833,0.67013466,0
EP-1634580-A1,EP-1031343,0.6701047,0
EP-1634580-A1,EP-1343458,0.66957635,0
EP-1634580-A1,EP-1017359,0.6691154,0
EP-1634580-A1,WO-1998052517,0.6690023,0
EP-1634580-A1,EP-0611566,0.6686411,0
EP-1634580-A1,EP-0424260,0.66849154,0
EP-1634580-A1,WO-2001000150,0.667748,0
EP-1634580-A1,EP-1341506,0.66774166,0
EP-1634580-A1,WO-2001097772,0.6676368,0
EP-1634580-A1,EP-0455081,0.66760665,0
EP-1634580-A1,EP-1043343,0.6674454,0
EP-1634580-A1,EP-0331930,0.66681397,0
EP-1634580-A1,EP-0672409,0.66676116,0
EP-1634580-A1,WO-1999036054,0.66668475,0
EP-1634580-A1,EP-1108416,0.6666516,0
EP-1634580-A1,EP-0783531,0.6665902,0
EP-1634580-A1,EP-0663203,0.66656464,0
EP-1634580-A1,EP-1023891,0.66652215,0
EP-1634580-A1,EP-1049456,0.66651726,0
EP-1634580-A1,EP-1192931,0.6664475,0
EP-1634580-A1,EP-1009366,0.66641223,0
EP-1634580-A1,EP-0577526,0.66601336,0
EP-1634580-A1,EP-1117726,0.6653818,0
EP-1634580-A1,EP-0861064,0.665135,0
EP-1634580-A1,WO-1999066888,0.66508037,0
EP-1634580-A1,WO-2001041722,0.6649298,0
EP-1634580-A1,EP-0165397,0.66455084,0
EP-1634580-A1,WO-1999013843,0.6645118,0
EP-1634580-A1,WO-1996003967,0.66440284,0
EP-1634580-A1,EP-0855897,0.66422176,0
EP-1634580-A1,EP-1321127,0.6641696,0
EP-1634580-A1,EP-0494022,0.6640723,0
EP-1634580-A1,WO-1996010045,0.66397536,0
EP-1634580-A1,EP-0841060,0.6639478,0
EP-1634580-A1,EP-0477053,0.663231,0
EP-1634580-A1,EP-0457660,0.6630699,0
EP-1634580-A1,EP-1084696,0.6629514,0
EP-1634580-A1,EP-0879590,0.6629212,0
EP-1634580-A1,EP-0901364,0.66287583,0
EP-1634580-A1,EP-0638306,0.6628356,0
EP-1634580-A1,WO-1999009939,0.6625866,0
EP-1634580-A1,WO-1997044003,0.66155,0
EP-1634580-A1,EP-1201224,0.6613377,0
EP-1634580-A1,WO-2002039964,0.66127473,0
EP-1634580-A1,WO-1997044004,0.6611971,0
EP-1634580-A1,EP-1090632,0.66115284,0
EP-1634580-A1,EP-0632715,0.6609266,0
EP-1634580-A1,WO-2002043677,0.6607394,0
EP-1634580-A1,WO-2001035915,0.66067624,0
EP-1634580-A1,WO-2000012056,0.6605742,0
EP-1634580-A1,EP-0557512,0.6604457,0
EP-1634580-A1,WO-2000025736,0.6599586,0
EP-1634580-A1,EP-0524427,0.6598216,0
EP-1634580-A1,EP-1093807,0.6597628,0
EP-1634580-A1,WO-2001041719,0.6592427,0
EP-1634580-A1,WO-1998044897,0.658852,0
EP-1634580-A1,EP-0842952,0.6588321,0
EP-1634580-A1,EP-0940136,0.65882397,0
EP-1634580-A1,EP-0764436,0.6584468,0
EP-1634580-A1,WO-2001072267,0.6583997,0
EP-1634580-A1,WO-2000028965,0.6582363,0
EP-1634580-A1,WO-2000012588,0.658226,0
EP-1634580-A1,EP-1047403,0.65782356,0
EP-1634580-A1,EP-0432051,0.65774125,0
EP-1634580-A1,EP-0966946,0.65771997,0
EP-1634580-A1,EP-0970684,0.6576985,0
EP-1634580-A1,EP-1064919,0.65761805,0
EP-1634580-A1,WO-2000011051,0.6574087,0
EP-1634580-A1,WO-2002047622,0.6573832,0
EP-1634580-A1,WO-1997018795,0.65711695,0
EP-1634580-A1,EP-0628304,0.65620315,0
EP-1634580-A1,EP-0712309,0.65616596,0
EP-1634580-A1,EP-0408433,0.65598917,0
EP-1634580-A1,EP-0901365,0.65571284,0
EP-1634580-A1,EP-1311235,0.6556727,0
EP-1634580-A1,EP-0412745,0.65565276,0
EP-1634580-A1,EP-0811371,0.65531254,0
EP-1634580-A1,EP-0973486,0.6552875,0
EP-1634580-A1,EP-0791349,0.6551894,0
EP-1634580-A1,EP-0672408,0.65518177,0
EP-1634580-A1,EP-0815843,0.6551747,0
EP-1634580-A1,EP-1117711,0.6551347,0
EP-1634580-A1,WO-1999036045,0.65507114,0
EP-1634580-A1,EP-1110536,0.65502906,0
EP-1634580-A1,EP-1083184,0.6549747,0
EP-1634580-A1,WO-2001045651,0.65494734,0
EP-1634580-A1,EP-1179336,0.65471286,0
EP-1634580-A1,EP-1092419,0.6546361,0
EP-1634580-A1,EP-0331994,0.65463126,0
EP-1634580-A1,WO-1999002122,0.6545518,0
EP-1634580-A1,EP-1090633,0.6544218,0
EP-1634580-A1,WO-1999017727,0.6542228,0
EP-1634580-A1,EP-0855407,0.6541617,0
EP-1634580-A1,EP-1041957,0.65413266,0
EP-1634580-A1,EP-1337230,0.6538942,0
EP-1634580-A1,EP-0356665,0.6538373,0
EP-1634580-A1,EP-0975316,0.65382206,0
EP-1634580-A1,EP-1345576,0.65372884,0
EP-1634580-A1,EP-1142556,0.65371865,0
EP-1634580-A1,WO-1999044568,0.65361834,0
EP-1634580-A1,EP-0970686,0.6535764,0
EP-1634580-A1,WO-1992016179,0.6535125,0
EP-1634580-A1,WO-1998019653,0.653422,0
EP-1634580-A1,EP-0897711,0.65291286,0
EP-1634580-A1,EP-0619111,0.6528896,1
EP-1634580-A1,WO-1999013837,0.65245974,0
EP-1634580-A1,EP-0269243,0.65232223,0
EP-1634580-A1,EP-0537053,0.65223855,0
EP-1634580-A1,EP-0739625,0.652176,0
EP-1634580-A1,WO-2001052799,0.6521045,0
EP-1634580-A1,EP-1142557,0.65184,0
EP-1634580-A1,EP-1090623,0.6518277,0
EP-1634580-A1,EP-0808624,0.65178865,0
EP-1634580-A1,EP-0770380,0.65163815,0
EP-1634580-A1,EP-0682936,0.6515955,0
EP-1634580-A1,WO-2000039176,0.65124696,0
EP-1634580-A1,WO-1998009607,0.65095055,0
EP-1634580-A1,WO-2002051366,0.650897,0
EP-1634580-A1,WO-1998000096,0.65061545,0
EP-1634580-A1,WO-1995004518,0.6505041,0
EP-1634580-A1,EP-0970687,0.6504673,0
EP-1634580-A1,EP-0687461,0.6504199,0
EP-1634580-A1,WO-2000074645,0.6503925,0
EP-1634580-A1,EP-1192941,0.6503197,0
EP-1634580-A1,WO-1999063953,0.65031934,0
EP-1634580-A1,EP-1179552,0.6500025,0
EP-1634580-A1,WO-2002051367,0.6496495,0
EP-1634580-A1,EP-1093787,0.64961493,0
EP-1634580-A1,EP-0773015,0.64957917,0
EP-1634580-A1,WO-1993003704,0.64949656,0
EP-1634580-A1,WO-1999017725,0.6494317,0
EP-1634580-A1,EP-1004291,0.64932424,0
EP-1634580-A1,WO-2000012051,0.6493207,0
EP-1634580-A1,WO-2001062809,0.6493182,0
EP-1634580-A1,EP-1138703,0.6490593,0
EP-1634580-A1,EP-1307175,0.64889157,0
EP-1634580-A1,EP-0242275,0.64872277,0
EP-1634580-A1,EP-0975318,0.6487121,0
EP-1634580-A1,EP-1092420,0.6485354,0
EP-1634580-A1,EP-0715843,0.64838374,0
EP-1634580-A1,EP-0619113,0.6483693,0
EP-1634580-A1,EP-0113992,0.648337,0
EP-1634580-A1,WO-2000045780,0.64810014,0
EP-1634580-A1,EP-1066016,0.6480952,0
EP-1634580-A1,EP-0117360,0.64806336,0
EP-1634580-A1,WO-1999049837,0.6480414,0
EP-1634580-A1,WO-1999032540,0.64798397,0
EP-1634580-A1,EP-1014917,0.64772516,0
EP-1634580-A1,EP-0815845,0.6476444,0
EP-1634580-A1,WO-2002013772,0.6474836,0
EP-1634580-A1,EP-0848941,0.64748013,0
EP-1634580-A1,EP-1345577,0.64733964,0
EP-1634580-A1,EP-0767191,0.64709604,0
EP-1634580-A1,EP-1142555,0.64690524,0
EP-1634580-A1,EP-1345570,0.64673233,0
EP-1634580-A1,EP-0701431,0.6466265,0
EP-1634580-A1,WO-2002011686,0.64657485,0
EP-1634580-A1,WO-1999008652,0.6464802,0
EP-1634580-A1,EP-0858795,0.64642996,0
EP-1634580-A1,EP-1069151,0.6463663,0
EP-1634580-A1,EP-1093805,0.6463207,0
EP-1634580-A1,EP-0966248,0.6462395,0
EP-1634580-A1,EP-0938284,0.64566475,0
EP-1634580-A1,EP-0971972,0.64562315,0
EP-1634580-A1,EP-0406042,0.64561725,0
EP-1634580-A1,EP-0583757,0.6454842,0
EP-1634580-A1,EP-1121089,0.6454249,0
EP-1634580-A1,EP-1037597,0.6454171,0
EP-1634580-A1,EP-1064927,0.6454126,0
EP-1634580-A1,WO-1995028909,0.64534175,0
EP-1634580-A1,WO-1998009608,0.6453371,0
EP-1634580-A1,EP-0421264,0.645208,0
EP-1634580-A1,WO-1995028908,0.64518493,0
EP-1634580-A1,EP-1120103,0.64505404,0
EP-1634580-A1,EP-1031342,0.6450302,0
EP-1634580-A1,EP-0312995,0.6449282,0
EP-1634580-A1,WO-2000040211,0.6445881,0
EP-1634580-A1,EP-0373988,0.64452744,0
EP-1634580-A1,EP-1188432,0.6444887,0
EP-1634580-A1,EP-0260641,0.6443536,0
EP-1634580-A1,EP-0749747,0.64407337,0
EP-1634580-A1,WO-2001041721,0.6439383,0
EP-1634580-A1,EP-1205174,0.64385295,0
EP-1634580-A1,WO-1996003969,0.6434984,0
EP-1634580-A1,EP-0603078,0.64339566,0
EP-1634580-A1,WO-2001041718,0.6432789,0
EP-1634580-A1,EP-0587637,0.6431567,0
EP-1634580-A1,WO-2001066069,0.64307,0
EP-1634580-A1,WO-2002047619,0.6430688,0
EP-1634580-A1,EP-0758221,0.64291704,0
EP-1634580-A1,EP-0526289,0.6428275,0
EP-1634580-A1,EP-0998257,0.64276993,0
EP-1634580-A1,EP-0159628,0.64266014,0
EP-1634580-A1,WO-1998000092,0.64258116,0
EP-1634580-A1,EP-0861065,0.6424968,0
EP-1634580-A1,WO-1996023482,0.6423398,0
EP-1634580-A1,EP-1068856,0.64225674,0
EP-1634580-A1,EP-0827738,0.64222074,0
EP-1634580-A1,WO-2000040208,0.64214456,0
EP-1634580-A1,WO-1997017052,0.6421293,0
EP-1634580-A1,EP-1270617,0.64209914,0
EP-1634580-A1,EP-1092418,0.64204395,0
EP-1634580-A1,EP-0278846,0.6419734,0
EP-1634580-A1,WO-1996000565,0.641971,0
EP-1634580-A1,WO-1999018922,0.64190215,0
EP-1634580-A1,WO-1996031188,0.64185476,0
EP-1634580-A1,EP-0471054,0.64178675,0
EP-1634580-A1,WO-2001096429,0.6417842,0
EP-1634580-A1,EP-0705595,0.64173025,0
EP-1634580-A1,WO-2002051364,0.6416658,0
EP-1634580-A1,WO-1996021417,0.6416652,0
EP-1634580-A1,WO-2000006089,0.64147884,0
EP-1634580-A1,EP-0617954,0.6413334,0
EP-1634580-A1,EP-1195157,0.6412831,0
EP-1634580-A1,WO-1998031334,0.6412692,0
EP-1634580-A1,WO-1994027575,0.64120954,0
EP-1634580-A1,EP-1210059,0.6411576,0
EP-1634580-A1,WO-1998003150,0.6411141,0
EP-1634580-A1,WO-1999063954,0.6411091,0
EP-1634580-A1,WO-1996014049,0.6410629,0
EP-1634580-A1,EP-1043344,0.6410238,0
EP-1634580-A1,EP-0752244,0.64101964,0
EP-1634580-A1,WO-2001041725,0.64096177,0
EP-1634580-A1,EP-0697853,0.6409246,0
EP-1634580-A1,EP-0480280,0.6409138,0
EP-1634580-A1,WO-1999032076,0.64088345,0
EP-1634580-A1,EP-1216022,0.6407409,0
EP-1634580-A1,EP-0760235,0.6406485,0
EP-1634580-A1,EP-1174114,0.6406002,0
EP-1634580-A1,WO-2002015872,0.6405468,0
EP-1634580-A1,WO-2001055225,0.64051485,0
EP-1634580-A1,WO-1999017724,0.6404385,0
EP-1634580-A1,EP-1189589,0.6403185,0
EP-1634580-A1,EP-1066819,0.6398746,0
EP-1634580-A1,WO-1997033558,0.63981146,0
EP-1634580-A1,EP-0818190,0.6397948,0
EP-1634580-A1,WO-2001051018,0.6396562,0
EP-1634580-A1,EP-1005323,0.63959026,0
EP-1634580-A1,WO-1995034271,0.6395548,0
EP-1634580-A1,EP-0214626,0.63952553,0
EP-1634580-A1,WO-2001078668,0.63928086,0
EP-1634580-A1,WO-2000021493,0.63906157,0
EP-1634580-A1,EP-1093809,0.6390228,0
EP-1634580-A1,EP-1083866,0.63896596,0
EP-1634580-A1,EP-1028698,0.63881713,0
EP-1634580-A1,WO-2001010213,0.63875043,0
EP-1634580-A1,EP-0970685,0.63864934,0
EP-1634580-A1,WO-1999038946,0.6386287,0
EP-1634580-A1,EP-0758545,0.63861316,0
EP-1634580-A1,EP-1013256,0.6386057,0
EP-1634580-A1,EP-1090622,0.638576,0
EP-1634580-A1,EP-0531763,0.6385462,0
EP-1634580-A1,EP-1055406,0.63848615,0
EP-1634580-A1,WO-1997029734,0.63847315,0
EP-1634580-A1,WO-1994001077,0.63837534,0
EP-1634580-A1,WO-1996014050,0.6383532,0
EP-1634580-A1,EP-0754026,0.6383128,0
EP-1634580-A1,WO-1999036035,0.63820904,0
EP-1634580-A1,WO-1989004653,0.6381831,0
EP-1634580-A1,WO-2002038118,0.63817334,0
EP-1634580-A1,EP-1093806,0.63805944,0
EP-1634580-A1,EP-0277876,0.63804495,0
EP-1634580-A1,EP-0960617,0.63798904,0
EP-1634580-A1,WO-2001005921,0.637987,0
EP-1634580-A1,WO-1996032920,0.63769853,0
EP-1634580-A1,WO-2002013771,0.63761866,0
EP-1634580-A1,EP-0953332,0.63756734,0
EP-1634580-A1,EP-0535447,0.6374013,0
EP-1634580-A1,WO-2000067710,0.63738495,0
EP-1634580-A1,EP-1359886,0.63735545,0
EP-1634580-A1,EP-1043969,0.6370981,0
EP-1634580-A1,WO-2001041723,0.63707006,0
EP-1634580-A1,EP-1213008,0.63704026,0
EP-1634580-A1,EP-0523388,0.6369357,0
EP-1634580-A1,EP-0827739,0.6365161,0
EP-1634580-A1,EP-1037938,0.6364899,0
EP-1634580-A1,EP-0977547,0.6364649,0
EP-1634580-A1,EP-0823252,0.6364448,0
EP-1634580-A1,EP-0663205,0.63638544,0
EP-1634580-A1,EP-1049445,0.6363836,0
EP-1634580-A1,EP-0953334,0.63633573,0
EP-1634580-A1,EP-0269107,0.6362721,0
EP-1634580-A1,EP-0577636,0.63625866,0
EP-1634580-A1,EP-1082085,0.63622904,0
EP-1634580-A1,WO-2002058643,0.6361916,0
EP-1634580-A1,WO-2001085110,0.6359464,0
EP-1634580-A1,EP-0288012,0.6358986,0
EP-1634580-A1,EP-0459856,0.635898,0
EP-1634580-A1,EP-0696916,0.6357084,0
EP-1634580-A1,EP-1162938,0.63561475,0
EP-1634580-A1,EP-0445982,0.63543665,0
EP-1634580-A1,EP-0635257,0.6353581,0
EP-1634580-A1,EP-1082953,0.6352837,0
EP-1634580-A1,WO-1998031751,0.6350567,0
EP-1634580-A1,WO-1997025021,0.6349269,1
EP-1634580-A1,EP-1064920,0.63476694,0
EP-1634580-A1,EP-0535429,0.6347473,0
EP-1634580-A1,EP-0952817,0.63471365,0
EP-1634580-A1,WO-2002009656,0.63470584,0
EP-1634580-A1,EP-0623336,0.6345846,0
EP-1634580-A1,EP-1097701,0.6345178,0
EP-1634580-A1,WO-2001028504,0.63443506,0
EP-1634580-A1,EP-0975313,0.6341531,0
EP-1634580-A1,EP-0820267,0.6340152,0
EP-1634580-A1,EP-0815849,0.6338968,0
EP-1634580-A1,WO-2001019874,0.6338033,0
EP-1634580-A1,EP-0643961,0.63378847,0
EP-1634580-A1,WO-2002000181,0.63367563,0
EP-1634580-A1,EP-1114636,0.6336036,0
EP-1634580-A1,EP-0445714,0.63345087,0
EP-1634580-A1,WO-2000061084,0.6333613,0
EP-1634580-A1,EP-1051968,0.6332737,0
EP-1634580-A1,WO-1999022698,0.6331083,0
EP-1634580-A1,EP-1263818,0.6330003,0
EP-1634580-A1,EP-0680748,0.63289714,0
EP-1634580-A1,WO-2000049998,0.6328937,0
EP-1634580-A1,EP-0648106,0.6327447,0
EP-1634580-A1,EP-1092417,0.6326669,0
EP-1635280-A1,EP-1247117,0.74908394,0
EP-1635280-A1,WO-2001040822,0.7469566,0
EP-1635280-A1,EP-0826188,0.74286443,0
EP-1635280-A1,WO-1996036932,0.7375771,0
EP-1635280-A1,WO-2001037234,0.7115881,0
EP-1635280-A1,WO-1995019688,0.7073312,0
EP-1635280-A1,EP-1230630,0.70595765,0
EP-1635280-A1,EP-1113692,0.70400906,0
EP-1635280-A1,WO-1999066451,0.70372576,0
EP-1635280-A1,EP-0532383,0.7032909,0
EP-1635280-A1,EP-0948179,0.70299566,0
EP-1635280-A1,EP-0487420,0.70287824,0
EP-1635280-A1,EP-0739577,0.70272446,0
EP-1635280-A1,WO-2002010674,0.69603837,0
EP-1635280-A1,WO-2001046927,0.69311523,0
EP-1635280-A1,WO-2000019687,0.6923691,0
EP-1635280-A1,EP-0662618,0.6863126,0
EP-1635280-A1,EP-1304012,0.68441534,0
EP-1635280-A1,WO-2001088563,0.68051505,0
EP-1635280-A1,EP-1240634,0.6805121,0
EP-1635280-A1,WO-2000048134,0.68031394,0
EP-1635280-A1,WO-2001097190,0.6796234,0
EP-1635280-A1,EP-1250677,0.6780522,0
EP-1635280-A1,WO-2000077536,0.6744096,0
EP-1635280-A1,EP-1064632,0.67392087,0
EP-1635280-A1,WO-2001056322,0.6738777,0
EP-1635280-A1,EP-0531203,0.67364335,0
EP-1635280-A1,EP-0703717,0.6733457,0
EP-1635280-A1,WO-1998026371,0.67262495,0
EP-1635280-A1,EP-1221678,0.6723386,0
EP-1635280-A1,WO-2001050802,0.6722777,0
EP-1635280-A1,WO-1998053431,0.67005765,0
EP-1635280-A1,EP-1118200,0.66954553,0
EP-1635280-A1,EP-1211818,0.6692809,0
EP-1635280-A1,EP-0748492,0.6691791,0
EP-1635280-A1,EP-0871342,0.6689385,0
EP-1635280-A1,WO-2001031295,0.6680539,0
EP-1635280-A1,WO-2001093613,0.6670577,0
EP-1635280-A1,WO-1996038996,0.66703904,0
EP-1635280-A1,EP-0095805,0.66698265,0
EP-1635280-A1,EP-1153369,0.66688263,0
EP-1635280-A1,EP-1684540,0.6668183,0
EP-1635280-A1,EP-1148755,0.6667296,0
EP-1635280-A1,WO-1999046743,0.66426164,0
EP-1635280-A1,WO-2001073622,0.66253036,0
EP-1635280-A1,EP-0712102,0.66019976,0
EP-1635280-A1,WO-1996020463,0.65923154,0
EP-1635280-A1,EP-0230173,0.659165,0
EP-1635280-A1,WO-2002019745,0.65891105,0
EP-1635280-A1,EP-0977304,0.6577842,0
EP-1635280-A1,EP-0671635,0.6576181,0
EP-1635280-A1,EP-0933958,0.657225,0
EP-1635280-A1,EP-0312481,0.6565875,0
EP-1635280-A1,WO-2002041504,0.6563653,0
EP-1635280-A1,EP-1684539,0.6554637,0
EP-1635280-A1,EP-0768626,0.65418327,0
EP-1635280-A1,WO-1999045729,0.65411294,0
EP-1635280-A1,EP-0565469,0.65382236,0
EP-1635280-A1,WO-2002044865,0.6523732,0
EP-1635280-A1,EP-0658774,0.65235794,0
EP-1635280-A1,EP-0418181,0.6522087,0
EP-1635280-A1,EP-0583623,0.6510444,0
EP-1635280-A1,EP-0613021,0.6509486,0
EP-1635280-A1,WO-2000035114,0.65091443,0
EP-1635280-A1,EP-1139690,0.6508765,0
EP-1635280-A1,WO-2000062574,0.65082264,0
EP-1635280-A1,WO-1999022333,0.65056825,0
EP-1635280-A1,EP-0979019,0.65054065,0
EP-1635280-A1,EP-1186491,0.649767,0
EP-1635280-A1,WO-1982001780,0.6487018,0
EP-1635280-A1,EP-0714073,0.64841866,0
EP-1635280-A1,EP-0472472,0.6483388,0
EP-1635280-A1,EP-0374018,0.6481041,0
EP-1635280-A1,WO-1998037431,0.6479124,0
EP-1635280-A1,WO-2002001497,0.64786524,0
EP-1635280-A1,EP-0919959,0.64784783,0
EP-1635280-A1,WO-2002007135,0.64738244,0
EP-1635280-A1,EP-0836341,0.6471368,0
EP-1635280-A1,WO-1999021149,0.6466801,0
EP-1635280-A1,WO-2000013035,0.64606404,0
EP-1635280-A1,WO-1996012264,0.6455763,0
EP-1635280-A1,EP-0944273,0.6455337,0
